director_id,title,director,category,type,duration
d3365,Jay and Silent Bob Strike Back,Kevin Smith,"Comedies, Cult Movies",Movie,105 min
d3366,Holidays,Kevin Smith,"Comedies, Horror Movies",Movie,106 min
d3367,Tusk,Kevin Smith,Horror Movies,Movie,102 min
d3368,Zack and Miri Make a Porno,Kevin Smith,"Comedies, Independent Movies, Romantic Movies",Movie,101 min
d3369,Chasing Amy,Kevin Smith,"Comedies, Cult Movies, Dramas",Movie,113 min
d3370,Yoga Hosers,Kevin Smith,"Comedies, Horror Movies, Independent Movies",Movie,88 min
d3371,Spirit Riding Free: Ride Along Adventure,Kevin Wotton,Children & Family Movies,Movie,79 min
d3372,Are We Done Yet?,Khaled El Halafawy,"Comedies, Dramas, International Movies",Movie,87 min
d3373,Because We're Heading Out,Khaled El Halafawy,"Comedies, International Movies",Movie,99 min
d3374,Flimflam,Khaled Marei,"Comedies, International Movies",Movie,102 min
d3375,Scarecrow,Khaled Marei,"Comedies, International Movies",Movie,121 min
d3376,Bittersweet,Khaled Marei,"Comedies, Dramas, International Movies",Movie,132 min
d3377,Bewildered Bolbol,Khaled Marei,"Comedies, International Movies, Romantic Movies",Movie,112 min
d3378,Sorry To Disturb,Khaled Marei,"Dramas, International Movies",Movie,116 min
d3379,Amar's Hands,Khaled Youssef,"Dramas, International Movies",Movie,125 min
d3380,Because of Soccer,Khalid Kashogi,"Comedies, Dramas, International Movies",Movie,75 min
d3381,Fiza,Khalid Mohamed,"Dramas, International Movies, Music & Musicals",Movie,163 min
d3382,Love,Khalid Rahman,"Dramas, Independent Movies, International Movies",Movie,91 min
d3383,Bad Seeds,Kheiron,"Comedies, Dramas, International Movies",Movie,105 min
d3384,The Ivory Game,Kief Davidson,Documentaries,Movie,112 min
d3385,ReMastered: Who Shot the Sheriff,Kief Davidson,"Documentaries, Music & Musicals",Movie,57 min
d3386,Bending the Arc,Kief Davidson,Documentaries,Movie,102 min
d3387,The Duel,Kieran Darcy-Smith,Dramas,Movie,110 min
d3388,Toro,Kike Maíllo,"Dramas, International Movies, Thrillers",Movie,106 min
d3389,Not Alone,Kiki Goshay,Documentaries,Movie,50 min
d3390,The Hockey Girls,Kiko Cruz Claverol,"International TV Shows, TV Comedies, TV Dramas",TV Show,1 Season
d3391,Fishtronaut: The Movie,Kiko Mistrorigo,Children & Family Movies,Movie,78 min
d3392,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,Documentaries,Movie,24 min
d3393,Newtown,Kim A. Snyder,Documentaries,Movie,84 min
d3394,What Happened to Mr. Cha?,Kim Dong-kyu,"Comedies, International Movies",Movie,102 min
d3395,Illang: The Wolf Brigade,Kim Jee-woon,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,140 min
d3396,Persona,Kim Jong-kwan,"International TV Shows, Korean TV Shows, TV Dramas",TV Show,1 Season
d3397,Lee Su-geun: The Sense Coach,Kim Joo-hyung,Stand-Up Comedy,Movie,46 min
d3398,Park Na-rae: Glamour Warning,Kim Joo-hyung,Stand-Up Comedy,Movie,63 min
d3399,The Hummingbird Project,Kim Nguyen,"Dramas, Independent Movies",Movie,111 min
d3400,Empire of Scents,Kim Nguyen,"Documentaries, International Movies",Movie,87 min
d3401,Two Lovers and a Bear,Kim Nguyen,"Dramas, Independent Movies, Romantic Movies",Movie,95 min
d3402,Kingdom: Ashin of the North,Kim Seong-hun,"Horror Movies, International Movies, Thrillers",Movie,94 min
d3403,Kingdom,Kim Seong-hun,"International TV Shows, Korean TV Shows, TV Action & Adventure",TV Show,2 Seasons
d3404,Rampant,Kim Sung-hoon,"Action & Adventure, Horror Movies, International Movies",Movie,122 min
d3405,The 8th Night,Kim Tae-hyung,"Horror Movies, International Movies, Thrillers",Movie,116 min
d3406,Good on Paper,Kimmy Gatewood,"Comedies, Romantic Movies",Movie,94 min
d3407,Headshot,Kimo Stamboel,"Action & Adventure, International Movies",Movie,119 min
d3408,Osuofia in London,Kingsley Ogoro,"Comedies, Dramas, International Movies",Movie,84 min
d3409,Osuofia in London II,Kingsley Ogoro,"Comedies, Dramas, International Movies",Movie,70 min
d3410,Mystery Men,Kinka Usher,"Action & Adventure, Comedies",Movie,121 min
d3411,Cowspiracy: The Sustainability Secret,Kip Andersen,Documentaries,Movie,90 min
d3412,What the Health,Kip Andersen,Documentaries,Movie,92 min
d3413,Oru Vishsheshapetta Biryani Kissa,Kiran Narayanan,"Comedies, Dramas, International Movies",Movie,122 min
d3414,Dhobi Ghat (Mumbai Diaries),Kiran Rao,"Dramas, International Movies",Movie,102 min
d3415,Yes or No 2.5,Kirati Nakintanon,"International Movies, LGBTQ Movies, Romantic Movies",Movie,107 min
d3416,The Bleeding Edge,Kirby Dick,Documentaries,Movie,101 min
d3417,Saeed Mirza: The Leftist Sufi,Kireet Khurana,"Documentaries, International Movies",Movie,61 min
d3418,The Croods,Kirk De Micco,"Children & Family Movies, Comedies",Movie,99 min
d3419,Vivo,Kirk DeMicco,"Children & Family Movies, Music & Musicals",Movie,100 min
d3420,Bobbleheads The Movie,Kirk Wise,"Children & Family Movies, Comedies",Movie,83 min
d3421,NOVA: Holocaust Escape Tunnel,Kirk Wolfinger,Documentaries,Movie,54 min
d3422,Dick Johnson Is Dead,Kirsten Johnson,Documentaries,Movie,90 min
d3423,Okko's Inn,Kitaro Kosaka,"Anime Features, Children & Family Movies",Movie,96 min
d3424,Tootsies & The Fake,Kittiphak Thonguam,"Comedies, International Movies, LGBTQ Movies",Movie,108 min
d3425,Casting JonBenet,Kitty Green,Documentaries,Movie,81 min
d3426,Locked on You,Kıvanç Baruönü,"Comedies, International Movies",Movie,105 min
d3427,Görümce,Kıvanç Baruönü,"Comedies, International Movies, Music & Musicals",Movie,104 min
d3428,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,"Comedies, International Movies, Romantic Movies",Movie,104 min
d3429,Kocan Kadar Konus,Kıvanç Baruönü,"Comedies, International Movies, Romantic Movies",Movie,104 min
d3430,Patron Mutlu Son Istiyor,Kıvanç Baruönü,"Comedies, International Movies, Romantic Movies",Movie,105 min
d3431,Exit Afghanistan,Klaus Erik Okstad,"Documentaries, International Movies",Movie,58 min
d3432,GODZILLA The Planet Eater,Kobun Shizuno,"Action & Adventure, Anime Features, International Movies",Movie,91 min
d3433,Godzilla,Kobun Shizuno,TV Shows,TV Show,1 Season
d3434,GODZILLA City on the Edge of Battle,Kobun Shizuno,"Action & Adventure, Anime Features, International Movies",Movie,101 min
d3435,HALO Legends,Koichi Mashimo,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Movie,117 min
d3436,Power Rangers Super Megaforce: The Legendary Battle (Extended),Koichi Sakamoto,Movies,Movie,55 min
d3437,Sturgill Simpson Presents Sound & Fury,Koji Morimoto,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",Movie,42 min
d3438,HALO Legends,Koji Sawai,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Movie,117 min
d3439,Let's Fight Ghost,Kongkiat Khomsiri,"International TV Shows, Romantic TV Shows, TV Comedies",TV Show,1 Season
d3440,Bangkok Breaking,Kongkiat Komesiri,"Crime TV Shows, International TV Shows, TV Action & Adventure",TV Show,1 Season
d3441,Chup Chup Ke,Kookie V. Gulati,"Comedies, Dramas, International Movies",Movie,158 min
d3442,Pieces of a Woman,Kornél Mundruczó,Dramas,Movie,128 min
d3443,World Famous Lover,Kranthi Madhav,"Dramas, International Movies, Romantic Movies",Movie,147 min
d3444,CRD,Kranti Kanade,"Comedies, Dramas, Independent Movies",Movie,110 min
d3445,Kaakan,Kranti Redkar,"Dramas, International Movies, Romantic Movies",Movie,132 min
d3446,The Willoughbys,Kris Pearn,"Children & Family Movies, Comedies",Movie,92 min
d3447,Cloudy with a Chance of Meatballs 2,Kris Pearn,"Children & Family Movies, Comedies",Movie,95 min
d3448,Gabbar Is Back,Krish,"Action & Adventure, Dramas, International Movies",Movie,128 min
d3449,Naga The Eternal Yogi,Krishna Agazzi,"Documentaries, International Movies",Movie,73 min
d3450,Shor In the City,Krishna D.K.,"Comedies, Dramas, Independent Movies",Movie,106 min
d3451,Shakti: The Power,Krishna Vamshi,"Dramas, International Movies, Thrillers",Movie,168 min
d3452,"Sincerely Yours, Dhaka",Krishnendu Chattopadhyay,"Comedies, Dramas, Independent Movies",Movie,136 min
d3453,The Salvation,Kristian Levring,"Dramas, Independent Movies, International Movies",Movie,92 min
d3454,Sam Jay: 3 In The Morning,Kristian Mercado,Stand-Up Comedy,Movie,64 min
d3455,London Hughes: To Catch a D*ck,Kristian Mercado,Stand-Up Comedy,Movie,68 min
d3456,Naomi and Ely's No Kiss List,Kristin Hanggi,"Comedies, Dramas, LGBTQ Movies",Movie,91 min
d3457,Tig,Kristina Goolsby,"Documentaries, Stand-Up Comedy",Movie,92 min
d3458,Life Overtakes Me,Kristine Samuelson,Documentaries,Movie,40 min
d3459,Pray Away,Kristine Stolakis,"Documentaries, LGBTQ Movies",Movie,102 min
d3460,Fortune Feimster: Sweet & Salty,Krysia Plonka,Stand-Up Comedy,Movie,61 min
d3461,The spiral,Krzysztof Zanussi,"Dramas, Independent Movies, International Movies",Movie,84 min
d3462,Jatts in Golmaal,Ksshitij Chaudhary,"Comedies, International Movies, Music & Musicals",Movie,128 min
d3463,Yaara O Dildaara,Ksshitij Chaudhary,"Dramas, International Movies, Music & Musicals",Movie,132 min
d3464,Dr Jason Leong Hashtag Blessed,Kubhaer T. Jethwani,Stand-Up Comedy,Movie,69 min
d3465,Familiye,Kubilay Sarikaya,"Dramas, Independent Movies, International Movies",Movie,99 min
d3466,Jada,Kumaran,"Dramas, International Movies, Sports Movies",Movie,124 min
d3467,Raja Natwarlal,Kunal Deshmukh,"Dramas, International Movies, Thrillers",Movie,131 min
d3468,Phir Se,Kunal Kohli,"International Movies, Romantic Movies",Movie,118 min
d3469,Next Enti?,Kunal Kohli,"Comedies, Dramas, International Movies",Movie,117 min
d3470,Dil Hai Tumhaara,Kundan Shah,"Dramas, International Movies, Music & Musicals",Movie,176 min
d3471,P Se PM Tak,Kundan Shah,"Comedies, Independent Movies, International Movies",Movie,117 min
d3472,Kabhi Haan Kabhi Naa,Kundan Shah,"Comedies, Dramas, International Movies",Movie,151 min
d3473,Kya Kehna,Kundan Shah,"Dramas, International Movies, Romantic Movies",Movie,149 min
d3474,Pokémon: Mewtwo Strikes Back - Evolution,Kunihiko Yuyama,"Anime Features, Children & Family Movies",Movie,98 min
d3475,Pokémon the Movie: I Choose You!,Kunihiko Yuyama,"Anime Features, Children & Family Movies",Movie,97 min
d3476,Citation,Kunle Afolayan,"Dramas, International Movies",Movie,151 min
d3477,1-Oct,Kunle Afolayan,"Dramas, International Movies, Thrillers",Movie,149 min
d3478,The CEO,Kunle Afolayan,"Dramas, International Movies, Thrillers",Movie,109 min
d3479,The Bridge,Kunle Afolayan,"Dramas, International Movies, Romantic Movies",Movie,119 min
d3480,Diamonds in the Sky,Kunle Afolayan,"Dramas, International Movies",Movie,113 min
d3481,Phone Swap,Kunle Afolayan,"Comedies, International Movies, Romantic Movies",Movie,112 min
d3482,Mokalik (Mechanic),Kunle Afolayan,"Dramas, International Movies",Movie,100 min
d3483,The Figurine (Araromire),Kunle Afolayan,"Horror Movies, International Movies, Thrillers",Movie,121 min
d3484,Surga Yang Tak Dirindukan,Kuntz Agus,"Dramas, Faith & Spirituality, International Movies",Movie,121 min
d3485,The Bachelors,Kurt Voelker,Dramas,Movie,100 min
d3486,Equilibrium,Kurt Wimmer,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Movie,107 min
d3487,Vodka Diaries,Kushal Srivastava,"Dramas, International Movies, Thrillers",Movie,113 min
d3488,Dorasaani,KVR Mahendra,"Dramas, International Movies, Romantic Movies",Movie,134 min
d3489,Azali,Kwabena Gyansah,"Dramas, International Movies",Movie,89 min
d3490,Dr. Seuss' The Lorax,Kyle Balda,Children & Family Movies,Movie,86 min
d3491,Murder Mystery,Kyle Newacheck,Comedies,Movie,98 min
d3492,"Game Over, Man!",Kyle Newacheck,"Action & Adventure, Comedies",Movie,102 min
d3493,Barely Lethal,Kyle Newman,"Action & Adventure, Comedies",Movie,99 min
d3494,The Stanford Prison Experiment,Kyle Patrick Alvarez,"Dramas, Independent Movies, Thrillers",Movie,122 min
d3495,The Witch Files,Kyle Rankin,"Horror Movies, Thrillers",Movie,88 min
d3496,Adventures in Public School,Kyle Rideout,Comedies,Movie,86 min
d3497,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,"Anime Features, Children & Family Movies, International Movies",Movie,87 min
d3498,Tokyo Idols,Kyoko Miyake,"Documentaries, International Movies, Music & Musicals",Movie,89 min
d3499,Abby Hatcher,Kyran Kelly,Kids' TV,TV Show,1 Season
d3500,Barbie & Her Sisters in a Pony Tale,Kyran Kelly,Children & Family Movies,Movie,74 min
d3501,Garfield Gets Real,Kyung Ho Lee,"Children & Family Movies, Comedies",Movie,78 min
d3502,Bayonet,Kyzza Terrazas,"Dramas, International Movies, Sports Movies",Movie,102 min
d3503,Mike Epps: Don't Take It Personal,L. Frazier,Stand-Up Comedy,Movie,60 min
d3504,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,Stand-Up Comedy,Movie,74 min
d3505,Futmalls.com,Lai Chun-yu,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,1 Season
d3506,The Eddy,Laïla Marrakchi,"International TV Shows, TV Dramas",TV Show,1 Season
d3507,Cloud Atlas,Lana Wachowski,"Action & Adventure, Cult Movies, Dramas",Movie,172 min
d3508,The Matrix Reloaded,Lana Wachowski,"Action & Adventure, Sci-Fi & Fantasy",Movie,138 min
d3509,Jupiter Ascending,Lana Wachowski,"Action & Adventure, Sci-Fi & Fantasy",Movie,128 min
d3510,The Matrix Revolutions,Lana Wachowski,"Action & Adventure, Sci-Fi & Fantasy",Movie,129 min
d3511,The Matrix,Lana Wachowski,"Action & Adventure, Sci-Fi & Fantasy",Movie,136 min
d3512,Miss Americana,Lana Wilson,"Documentaries, Music & Musicals",Movie,85 min
d3513,Chelsea Peretti: One of the Greats,Lance Bangs,Stand-Up Comedy,Movie,75 min
d3514,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Stand-Up Comedy,Movie,78 min
d3515,Hannibal Buress: Comedy Camisado,Lance Bangs,Stand-Up Comedy,Movie,68 min
d3516,I'm Brent Morin,Lance Bangs,Stand-Up Comedy,Movie,67 min
d3517,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Stand-Up Comedy,Movie,69 min
d3518,Fred Armisen: Standup For Drummers,Lance Bangs,"Music & Musicals, Stand-Up Comedy",Movie,65 min
d3519,Michelle Wolf: Joke Show,Lance Bangs,Stand-Up Comedy,Movie,60 min
d3520,Marc Maron: Thinky Pain,Lance Bangs,Stand-Up Comedy,Movie,95 min
d3521,Black '47,Lance Daly,"Action & Adventure, Dramas, Independent Movies",Movie,100 min
d3522,2 Hearts,Lance Hool,"Dramas, Faith & Spirituality, Romantic Movies",Movie,101 min
d3523,Bliss,Lance Young,"Dramas, Romantic Movies",Movie,103 min
d3524,Blind Intersections,Lara Saba,"Dramas, International Movies",Movie,91 min
d3525,A Stoning in Fulham County,Larry Elikann,Dramas,Movie,95 min
d3526,An American Tail: The Treasures of Manhattan Island,Larry Latham,Children & Family Movies,Movie,79 min
d3527,An American Tail: The Mystery of the Night Monster,Larry Latham,Children & Family Movies,Movie,75 min
d3528,Schubert In Love,Lars Büchel,"Comedies, International Movies",Movie,94 min
d3529,Hjørdis,Lars Kaalund,"International TV Shows, TV Comedies, TV Dramas",TV Show,1 Season
d3530,Polaroid,Lars Klevberg,Horror Movies,Movie,88 min
d3531,Nymphomaniac: Volume II,Lars von Trier,"Dramas, Independent Movies, International Movies",Movie,124 min
d3532,Nymphomaniac: Volume 1,Lars von Trier,"Dramas, Independent Movies, International Movies",Movie,117 min
d3533,Love Like the Falling Rain,Lasja Fauzia Susatyo,"Dramas, International Movies, Romantic Movies",Movie,87 min
d3534,Safe Haven,Lasse Hallström,"Dramas, Romantic Movies",Movie,116 min
d3535,Dear John,Lasse Hallström,"Dramas, Romantic Movies",Movie,108 min
d3536,Hachi: A Dog's Tale,Lasse Hallström,"Children & Family Movies, Dramas",Movie,93 min
d3537,The Nutcracker and the Four Realms,Lasse Hallström,Children & Family Movies,Movie,99 min
d3538,What's Eating Gilbert Grape,Lasse Hallström,"Classic Movies, Dramas, Independent Movies",Movie,118 min
d3539,The Hundred-Foot Journey,Lasse Hallström,"Comedies, Dramas",Movie,123 min
d3541,Alibaba Aur 40 Chor,Latif Faiziyev,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,147 min
d3542,Sohni Mahiwal,Latif Faiziyev,"Dramas, International Movies, Romantic Movies",Movie,160 min
d3543,Shikari,Latif Faiziyev,"Dramas, International Movies, Music & Musicals",Movie,163 min
d3544,Animas,Laura Alvea,"Horror Movies, International Movies",Movie,88 min
d3545,Untold: Deal With the Devil,Laura Brownson,"Documentaries, LGBTQ Movies, Sports Movies",Movie,78 min
d3546,The Rachel Divide,Laura Brownson,Documentaries,Movie,105 min
d3547,Lady Boss: The Jackie Collins Story,Laura Fairrie,Documentaries,Movie,97 min
d3548,"I love you, stupid",Laura Mañá,"Comedies, International Movies, Romantic Movies",Movie,88 min
d3549,Woodshock,Laura Mulleavy,"Dramas, Independent Movies, Thrillers",Movie,101 min
d3550,Work It,Laura Terruso,Comedies,Movie,94 min
d3551,I Am Maris,Laura VanZee Taylor,Documentaries,Movie,54 min
d3552,The Heyday of the Insensitive Bastards,Lauren Hoekstra,"Dramas, Independent Movies",Movie,96 min
d3553,Walt Disney Animation Studios Short Films Collection,Lauren MacMullan,Children & Family Movies,Movie,90 min
d3554,Like Father,Lauren Miller Rogen,"Comedies, Dramas",Movie,104 min
d3555,Five Came Back,Laurent Bouzereau,Docuseries,TV Show,1 Season
d3556,The Workshop,Laurent Cantet,"Dramas, International Movies",Movie,114 min
d3557,Iceman,Law Wing-cheong,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Movie,104 min
d3558,Break Up 100,Lawrence Cheng,"Comedies, International Movies, Romantic Movies",Movie,105 min
d3559,Wyatt Earp,Lawrence Kasdan,Action & Adventure,Movie,191 min
d3560,Luka Chuppi,Laxman Utekar,"Comedies, International Movies, Romantic Movies",Movie,125 min
d3561,Mimi,Laxman Utekar,"Comedies, Dramas, International Movies",Movie,132 min
d3562,Furie,Le Van Kiet,"Action & Adventure, Dramas, International Movies",Movie,97 min
d3563,Olmo & the Seagull,Lea Glob,"Dramas, Independent Movies, International Movies",Movie,82 min
d3564,La Última Fiesta,Leandro Mark,"Comedies, International Movies",Movie,104 min
d3565,Carnaval,Leandro Neri,"Comedies, International Movies, Music & Musicals",Movie,95 min
d3566,The Tigers of Scotland,Leanne Gater,Documentaries,Movie,58 min
d3567,Burning,Lee Chang-dong,"Dramas, Independent Movies, International Movies",Movie,148 min
d3568,The Call,Lee Chung-hyun,"International Movies, Thrillers",Movie,112 min
d3569,Lee Daniels' The Butler,Lee Daniels,Dramas,Movie,132 min
d3570,Mr. Sunshine,Lee Eung-bok,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV Show,1 Season
